"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
81883,"I purchased one new Laptop with latest config","shopping|technology","yes","no","24","IND","m","single","y","3m","all_day_im_still_feeling_it"
81895,"I saw and talked to one of my favorite former teachers.","conversation","yes","yes","49","USA","f","married","y","3m","at_least_one_hour"
81898,"Very good news in my life in last month i am get a call from top MNC company For Job Purpose My resume selected that company so am happy a lot.","career","yes","yes","30.0","IND","m","single","n","3m","half_a_day"
81902,"I felt happy when a stranger on the internet complimented my art work.","career","no","yes","21.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
81918,"I WENT TO SHOPPING","shopping","yes","no","27","IND","m","married","n","3m","half_a_day"
81922,"I WENT TO SHOPPING","shopping","yes","no","28","IND","f","married","n","3m","half_a_day"
81928,"I received a coffee cup in the mail from my favorite TV show.","shopping","no","no","34","USA","m","married","y","3m","all_day_im_still_feeling_it"
81929,"I WENT TO TEMPLE","religion","yes","no","28","IND","f","married","n","3m","a_few_minutes"
81930,"I WENT TO SHOPPING","shopping","yes","no","26","IND","f","single","n","3m","half_a_day"
81932,"Spending the weekend with my sister, my niece & my nephew hanging around my sister's house, going out to dinner, and shopping at the mall.","family","yes","yes","31.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
81941,"I WENT TO TEMPLE","religion","yes","no","27","IND","m","married","n","3m","a_few_minutes"
81942,"I joined a cycling organization in my new town and have enjoyed meeting people with a similar passion for the sport I enjoy the most.","entertainment","yes","yes","39","USA","m","single","n","3m","all_day_im_still_feeling_it"
81960,"A very good news listen to me after listen that news me and my family members so happy, that news was my sister give a birth ti a little baby in last week, so my hole family very happy.","family","no","yes","32.0","IND","m","married","n","3m","half_a_day"
81972,"My friend appreciated and  thanked me for all my help in assisting him in his job search.","career","no","yes","26.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
81990,"Played a competitive video game match, it was very close and we won","entertainment","yes","yes","23","USA","m","single","n","3m","a_few_minutes"
82002,"I read a great trilogy of books to my son.","entertainment|family","yes","yes","33.0","USA","m","single","y","3m","a_few_minutes"
82009,"I was budgeting my allowance, and I calculated that I can take my big Eurotrip later this year.","education","yes","no","29","USA","f","single","n","3m","half_a_day"
82014,"I went for a walk in the park today so that made me happy.","exercise","yes","no","33.0","USA","f","single","n","3m","at_least_one_hour"
82015,"I ran into an old friend and we talked and laughed like no time had passed.","conversation","no","yes","43.0","USA","m","married","y","3m","half_a_day"
82030,"I am a nature lover and today we visited a national park where I spent half a day admiring the flowers,medicinal shrubs and trees and also had Organic food  which I still relish !","food","yes","yes","41.0","IND","f","married","y","3m","all_day_im_still_feeling_it"
82033,"me and family went to see the tajmahal","family","yes","yes","3","IND","m","single","n","3m","all_day_im_still_feeling_it"
82038,"My favorite basketball team won the previous game during there second round in the playoffs.","entertainment","no","yes","34","USA","m","single","n","3m","half_a_day"
82048,"I talked to my parents on the phone.","conversation|family","yes","yes","33","USA","m","single","n","3m","a_few_minutes"
82065,"Received my white coat at a ceremony for my health science graduate program.","career|education","yes","no","28","USA","m","single","n","3m","half_a_day"
82068,"I got to see my lifetime long pet a few weeks ago.","animals","yes","no","22","USA","m","single","n","3m","half_a_day"
82071,"Buying and eating chick fil a","food|shopping","yes","no","19.0","USA","m","single","n","3m","half_a_day"
82104,"Got a new car last month.","shopping","yes","no","25.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
82116,"I am extremely happy today because for the first time in many months I have made $50 with Mturk  (in one day!)","career","yes","no","59","USA","f","single","n","3m","all_day_im_still_feeling_it"
82123,"i brought a new pet last month","animals|shopping","yes","no","30","IND","m","single","n","3m","all_day_im_still_feeling_it"
82125,"I started showing improvement in my muscles after weeks of workouts.","exercise","yes","no","26","USA","m","single","n","3m","a_few_minutes"
82147,"I reconnected with my high school best friend after several years at our ten year reunion this weekend.","education","yes","yes","27.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
82151,"MY LOVER BIRTHDAY","party","no","yes","21.0","IND","f","single","n","3m","at_least_one_hour"
82158,"I did Children's Church with mother.","family|religion","yes","yes","36","USA","f","married","y","3m","half_a_day"
82168,"My sister brought me a cupcake","family|food","no","yes","40.0","USA","m","single","n","3m","half_a_day"
82174,"i am meet for school friends  5 years","education","yes","yes","30","IND","m","single","n","3m","a_few_minutes"
82180,"Watching my favorite hockey team on TV.","entertainment","yes","no","21.0","USA","m","single","n","3m","at_least_one_hour"
82182,"I spoke with my grandfather.","family","yes","yes","28","IND","m","married","y","3m","a_few_minutes"
82196,"my second child cute princess born with tears","family","yes","yes","23.0","IND","m","single","n","3m","all_day_im_still_feeling_it"
82197,"I went on a weekend getaway with my girlfriend to a nice town with an amusement park.","romance|vacation","yes","yes","29","USA","m","single","n","3m","all_day_im_still_feeling_it"
82202,"I visited my mother in San Diego and enjoyed the weekend.","family","yes","yes","19.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82207,"I spent all day with my stepson, just the two of us, and we had a great time.","family","yes","yes","34.0","USA","f","married","y","3m","half_a_day"
82218,"I gave my nephew his first guitar lesson.","education|family","yes","yes","41.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82230,"I read a funny novel and laugh a lot.","entertainment","yes","no","40","IND","f","married","y","3m","at_least_one_hour"
82247,"I had a golden retriever puppy recently, which was so cute and made me so happy.","animals","yes","yes","35.0","IND","f","married","n","3m","all_day_im_still_feeling_it"
82261,"My sister-in-laws and I went to see Beauty and the Beast.","entertainment","yes","yes","19.0","USA","f","single","n","3m","at_least_one_hour"
82274,"There was a big drop of csats today on the forum, and they're one of my favourite requesters.","career","no","no","23.0","USA","f","single","n","3m","at_least_one_hour"
82277,"My dog had surgery and it was successful","animals","no","no","35.0","USA","m","single","n","3m","half_a_day"
82294,"My girlfriend came back from a trip.","romance","no","yes","24","USA","m","single","n","3m","all_day_im_still_feeling_it"
82303,"I went kayaking out on the water and it was very nice.","weather","yes","no","32","USA","m","single","n","3m","all_day_im_still_feeling_it"
82308,"I got tickets to see Hamilton in Los Angeles!","entertainment","yes","no","51.0","USA","f","married","n","3m","all_day_im_still_feeling_it"
82330,"Going for a run last night with my dog","exercise|animals","yes","no","34","USA","m","married","y","3m","at_least_one_hour"
82332,"I was happy when I visited my friend's dogs.","animals","yes","yes","19","USA","m","single","n","3m","all_day_im_still_feeling_it"
82369,"I picked up a new lead generation connection for my business.","shopping","yes","no","39","USA","m","married","y","3m","all_day_im_still_feeling_it"
82388,"I rekindled a friendship with an old friend that I had lost touch with.","conversation","yes","yes","25","USA","f","single","n","3m","half_a_day"
82391,"My parents came to my son's Tball game.","entertainment","no","yes","32.0","USA","f","married","y","3m","at_least_one_hour"
82400,"I got a new Stella McCartney purse, which is my favorite designer.","shopping","yes","no","31","USA","f","single","n","3m","all_day_im_still_feeling_it"
82413,"I was at a local casino and I hit a $6400 jackpot!","shopping","no","yes","41","USA","f","married","y","3m","all_day_im_still_feeling_it"
82418,"I got a stuffed animal named Freckles for my friend.","animals","yes","yes","25","USA","f","single","n","3m","half_a_day"
82424,"Going out with my roommates and friends for Cinco de Mayo.","party","yes","yes","24","USA","f","single","n","3m","all_day_im_still_feeling_it"
82427,"I texted my friend that I haven't seen in a while and we spoke for a bit, which was super nice.","conversation","yes","yes","26","USA","m","married","n","3m","at_least_one_hour"
82435,"1 month ago was me and my husbands 8 year anniversary","romance","no","yes","43","USA","f","married","y","3m","all_day_im_still_feeling_it"
82460,"My daughter made her first communion","family","no","yes","44","USA","f","married","y","3m","all_day_im_still_feeling_it"
82463,"I found shoes I like at Ross.","shopping","yes","no","30.0","USA","o","married","y","3m","at_least_one_hour"
82472,"I was able to be Dungeon Master in a Dungeons and Dragons game for the first time, with a group of my friends.","entertainment","yes","yes","25","USA","m","single","n","3m","half_a_day"
82478,"We got a new cat.","animals","yes","yes","35.0","USA","m","single","y","3m","half_a_day"
82489,"My little cousin hit her first home run at her softball game last week we are so proud of her","family","no","yes","27","USA","f","single","n","3m","all_day_im_still_feeling_it"
82490,"I was able to find and purchase a DVD collection of a cartoon I used to watch as kid called Invader Zim.","shopping|entertainment","yes","no","32.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82494,"I love watch Soccer games in my house with my Family","family|entertainment","yes","yes","22","USA","m","single","y","3m","half_a_day"
82497,"I was walking a dog and I thought it was going to rain, but the rain held off long enough for me to walk him.","weather|exercise","yes","no","41","USA","f","single","n","3m","at_least_one_hour"
82501,"I ate awesome rice cakes for lunch last week.","food","yes","no","27","USA","m","single","n","3m","half_a_day"
82506,"We went to local wineries and found one with wines we enjoyed very much.","food","yes","yes","54","USA","f","married","n","3m","half_a_day"
82510,"Driving to a new town","shopping","yes","no","26","USA","f","single","n","3m","all_day_im_still_feeling_it"
82512,"Meeting my online friend from 10 years that i have talked with for literally every day two weeks ago.","conversation","yes","yes","35.0","USA","o","single","y","3m","all_day_im_still_feeling_it"
82516,"I got 2nd place in my university coding contest.","education","yes","no","25.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82522,"I thought I might have a big problem with my car's engine but after bringing it in it turned out to be no problem at all.","family","no","no","24.0","USA","m","single","n","3m","at_least_one_hour"
82527,"I made a cool song on my computer this morning","technology","yes","no","22.0","USA","m","single","n","3m","at_least_one_hour"
82535,"I felt incredibly happy when I saw my step dad and mom get quality health care for once in months","family","no","yes","22.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82543,"I finished my last department meeting for the school year, which was a huge success!","education|career","yes","yes","33","USA","f","married","y","3m","half_a_day"
82558,"My sister had her second baby, so I am an uncle again!","family","no","yes","40","USA","m","married","y","3m","all_day_im_still_feeling_it"
82566,"I watched a great movie over the weekend, and I cried happy tears at the end.","entertainment","yes","no","32","USA","m","single","n","3m","at_least_one_hour"
82570,"I recently watched my girlfriend preform in the musical Wild Party as the lead role Queenie; she was so great in her role and I was so proud of her I even cried of happiness.","romance","yes","yes","22.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82572,"Having a great heart to heart conversation with my mother about my life.","conversation","yes","yes","35","USA","m","married","y","3m","half_a_day"
82578,"I received a raise at work.","career","yes","no","44","USA","m","married","y","3m","all_day_im_still_feeling_it"
82585,"I took a trip out of town with a few friends a little over a month ago.","vacation","yes","yes","43.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82593,"Took a nice long walk with my brother outside.","exercise|family","yes","yes","21","USA","m","single","n","3m","at_least_one_hour"
82603,"My boyfriend bought me cookies a an Italian deli.","shopping|food","no","yes","26.0","USA","f","single","n","3m","at_least_one_hour"
82607,"I discovered a new app that lets you trade stocks without having to pay a trading commission for every transaction.","technology","yes","no","28.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82616,"I got to snuggle with my cat for the first time in months.","animals","yes","no","29.0","USA","m","single","n","3m","a_few_minutes"
82627,"i graduated from college","education","yes","no","25.0","USA","f","single","n","3m","half_a_day"
82628,"I was happy when I completed a difficult task at work.","career","yes","no","37.0","USA","m","married","n","3m","all_day_im_still_feeling_it"
82634,"I got a good score at my annual review","career","yes","no","35","USA","f","married","n","3m","at_least_one_hour"
82635,"Kissing my Girl friend","romance","yes","yes","22","USA","m","single","n","3m","all_day_im_still_feeling_it"
82637,"I attended a networking event that went much better than I expected.","education","yes","no","22.0","USA","m","single","n","3m","at_least_one_hour"
82662,"I got nominated for teacher of the year at school.","career","no","no","30.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
82671,"I completed a project along with my team members.","career","yes","yes","27","IND","m","single","n","3m","all_day_im_still_feeling_it"
82690,"I got to see a new episode of my favorite show.","entertainment","yes","no","33.0","USA","m","single","n","3m","a_few_minutes"
82697,"I went for a mile run and afterward I felt fantastic.","exercise","yes","no","32","USA","m","married","y","3m","half_a_day"
82698,"A student of mine told me a story about how classes have positively impacted their life.","conversation|education","no","yes","29.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
82703,"My daughter graduated pre-school last week!","family|education","no","yes","30","USA","f","divorced","y","3m","all_day_im_still_feeling_it"
82709,"I stepped on the scale and I lost 2 pounds in the last week.","exercise","yes","no","45","USA","f","married","n","3m","all_day_im_still_feeling_it"
82715,"Past Monday I've built my first Gundam plastic model, I was so excited for how much fun I had and how cool the model looks that I couldn't sleep for two days!","weather","yes","no","26.0","ITA","m","single","n","3m","all_day_im_still_feeling_it"
82737,"I was able to rent a car and drive to a Leather contest 2 states over.","vacation","yes","no","28.0","USA","m","divorced","n","3m","all_day_im_still_feeling_it"
82744,"Progressed nicely in school today in regards to getting a project done.","education","yes","no","24.0","USA","m","single","n","3m","half_a_day"
82746,"I was enjoying myself earlier today working on a clients property; collecting twigs and debris in the warm sun out in the country.","weather","yes","no","35","USA","m","married","n","3m","at_least_one_hour"
82759,"I went shopping with my mother.","shopping|family","yes","yes","22","USA","m","single","n","3m","half_a_day"
82760,"My ex and I started talking again","conversation","yes","yes","29.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
82766,"Today I got to be a super couponer at Walmart and walked around just buying things on the iBotta app.","technology","yes","no","31","USA","m","married","n","3m","at_least_one_hour"
82767,"I made a new personal record on my bench press.","exercise","yes","no","38","USA","m","single","n","3m","at_least_one_hour"
82786,"finished a hand made mother's day gift a week early","family","yes","no","36","USA","m","married","y","3m","at_least_one_hour"
82788,"I pet a cute dog at the park last week.","animals","yes","no","46","USA","f","married","y","3m","a_few_minutes"
82789,"I just got my contract for next year with a decent raise.","career","yes","no","49.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
82794,"My cousin, who I am pretty close to, is visiting with us for a month.","family","no","yes","20","USA","m","single","n","3m","half_a_day"
82801,"One event that made me happy was when my co-worker attended a meeting in my place.","career","no","yes","26","USA","m","single","n","3m","at_least_one_hour"
82814,"I was able to swim at the community pool and sun tan all by myself, having the area to myself.","exercise","yes","no","28","USA","m","single","n","3m","half_a_day"
82820,"Today I got to eat greek food, which I had not had in a very long time.","food","yes","no","27.0","USA","m","single","n","3m","at_least_one_hour"
82846,"when my daughter took her first steps","family","yes","yes","29.0","USA","m","single","y","3m","all_day_im_still_feeling_it"
82864,"My cousin daughter called me","family|conversation","no","yes","28","IND","m","married","y","3m","at_least_one_hour"
82875,"I went to see my Aunt","family","yes","yes","54","USA","f","married","y","3m","all_day_im_still_feeling_it"
82882,"I watched a Cavs playoff game in which they won very easily.","entertainment","no","no","30.0","USA","m","married","y","3m","half_a_day"
82883,"I met my fitness goals for my bodyweight and cardio program.","exercise","yes","no","28.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
82899,"what made me really happy was passing my classes.","education","yes","no","24.0","USA","m","married","n","3m","all_day_im_still_feeling_it"
82910,"I went to Las Vegas for my friend's birthday.","party","yes","yes","25.0","USA","m","single","y","3m","half_a_day"
82921,"I got to see my favorite producer Deadmau5 live during his new tour.","entertainment","yes","yes","19.0","USA","m","single","n","3m","half_a_day"
82930,"YESTERDAY MY BIRTHDAY.","party","no","no","27","IND","f","single","n","3m","half_a_day"
82937,"I received a fairly generous free sample of a product in the mail that will be useful.","shopping","no","no","26.0","USA","m","single","n","3m","a_few_minutes"
82938,"My son learned how to say his name this week.","family","no","yes","29.0","USA","m","single","y","3m","all_day_im_still_feeling_it"
82983,"I WENT TO TEMPLE","religion","yes","no","28","IND","f","married","n","3m","at_least_one_hour"
82988,"I WENT TO TEMPLE","religion","yes","no","24.0","IND","m","married","y","3m","at_least_one_hour"
83033,"MY COLLEGE LIFE IS VERY ENJOYMENT AND THE FUNNIEST MOMENT IN OUR LIFE","education|party","no","yes","25.0","IND","m","single","n","3m","half_a_day"
83034,"I saw a full colorful rainbow at sky after rain.","weather","yes","no","26.0","IND","m","single","n","3m","at_least_one_hour"
83038,"I went out to a fancy dinner with my partner for my birthday.","food|party|family","yes","yes","28","USA","f","single","n","3m","half_a_day"
83047,"My mother in law gave me a surprise by gifting me my favourite watch","family","no","yes","31.0","IND","f","married","y","3m","all_day_im_still_feeling_it"
83049,"Attending my first rock concert at Rockville in Jacksonville with my husband.","family","yes","yes","23.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
83061,"I took over a new area at work.","career","yes","no","36","USA","m","divorced","y","3m","all_day_im_still_feeling_it"
83062,"Finished watching the television show ""DC's Legends of Tomorrow: Season 2,"" a truly funny science-fiction show.","entertainment","yes","no","32.0","USA","m","single","n","3m","at_least_one_hour"
83078,"i love the movie bahubali that i watched yesterday that made me really happy for a period of time  and i still feel the happiness of it.","entertainment","yes","no","26.0","IND","m","married","y","3m","all_day_im_still_feeling_it"
83084,"las few days ago i got a government job .. am very pleasure to say this because i worked a lot for that job","career","yes","no","22.0","IND","f","single","n","3m","all_day_im_still_feeling_it"
83115,"MY LOVER BIRTHDAY","party","no","yes","20.0","IND","f","married","n","3m","all_day_im_still_feeling_it"
83117,"I WENT TO COLLEGE.","education","yes","no","27.0","IND","m","single","n","3m","half_a_day"
83119,"I completed a semester of college.","education","yes","no","19","USA","m","single","n","3m","a_few_minutes"
83127,"i am happy to going to temple","religion","yes","yes","19.0","IND","f","single","n","3m","at_least_one_hour"
83136,"I went to a comedy show with a friend and it was really funny.","entertainment","yes","yes","26","USA","m","single","n","3m","at_least_one_hour"
83157,"when i meet one of my friend who was in far distance and i met him for the first time.","conversation","yes","yes","31","IND","m","married","y","3m","half_a_day"
83162,"I won some free yogurt at the grocery store.","food","yes","no","45.0","USA","f","single","n","3m","at_least_one_hour"
83165,"The day with my wife","romance|family","yes","yes","31","IND","m","married","y","3m","all_day_im_still_feeling_it"
83171,"I WENT TO TEMPLE","religion","yes","no","24.0","IND","m","married","y","3m","a_few_minutes"
83172,"A long prayer in mosque make feel happy and it gives me inner peace.","religion","no","no","29.0","IND","m","single","y","3m","all_day_im_still_feeling_it"
83176,"I was happy when I met a stranger on the train and had a nice chat with them about the weather.","conversation|weather","yes","yes","29","USA","f","single","n","3m","half_a_day"
83180,"I talked with my girl friend at morning","conversation","yes","yes","21","IND","m","single","n","3m","at_least_one_hour"
83192,"Our family went for a short vacation and we enjoyed a lot, had memorable moments together.","vacation|family","yes","yes","35.0","IND","f","married","y","3m","all_day_im_still_feeling_it"
83219,"It made me happy to get new patio furniture so that we can enjoy sitting outside.","shopping","yes","yes","42","USA","f","married","n","3m","half_a_day"
83221,"I got a new job that paid much better than the one I had.","career","yes","no","26.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83243,"After weeks of being unable to keep much food down, an ill family member was able to eat enough food.","food|family","no","yes","54.0","USA","f","divorced","n","3m","all_day_im_still_feeling_it"
83261,"I was very happy and excited to see my daughter and grandchildren since I have not seen them for 2 1/2 years.","family","yes","yes","61.0","USA","f","divorced","y","3m","all_day_im_still_feeling_it"
83270,"Watched wrestling with my son.","family","yes","yes","29.0","USA","m","single","n","3m","at_least_one_hour"
83300,"My best friend got admission into one of the best B Schools.","education","no","yes","25.0","IND","m","single","n","3m","all_day_im_still_feeling_it"
83310,"I made a great breakfast.","food","yes","no","25","USA","f","single","n","3m","at_least_one_hour"
83312,"We celebrated my wife's birthday and went to the Wisconsin Dells over the weekend.","family","yes","yes","32.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
83317,"I got a promotion at work.","career","yes","yes","33.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
83323,"There are two exciting soccer games scheduled for today and tomorrow and the prospect of enjoying each event with a few drinks excites me.","entertainment","yes","no","30","USA","m","single","n","3m","all_day_im_still_feeling_it"
83325,"I got two puppies.","animals","yes","no","25","USA","f","single","n","3m","all_day_im_still_feeling_it"
83335,"Eating a tasty chicken lunch that my wife prepared today.","food","yes","yes","29.0","USA","m","married","n","3m","at_least_one_hour"
83340,"I managed to do 11 chin-ups today.","exercise","yes","no","45.0","USA","m","divorced","n","3m","a_few_minutes"
83343,"My baby took a 1.5 hour nap instead of a 20minute nap and I was able to get some things done!","career","no","yes","38.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
83355,"My cat actually played with me like a child yesterday; it was adorable.","animals","no","yes","31","USA","f","single","n","3m","a_few_minutes"
83363,"I finished an art piece I've been working on.","career","yes","no","31","USA","f","married","n","3m","half_a_day"
83367,"I finished a semester of grad school.","education","yes","no","28.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
83389,"I made pancakes this morning.","food","yes","no","34.0","USA","f","single","n","3m","half_a_day"
83394,"We bought my daughter a bike for her birthday, and it was awesome to see her reaction to it","shopping","yes","yes","37","USA","m","married","y","3m","half_a_day"
83398,"I did not have to go into work today as there was nothing needing my attention.","career","yes","no","25.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83416,"I went to a music concert with friends.","entertainment","yes","yes","26.0","USA","f","single","n","3m","half_a_day"
83418,"I walked to the store and got ice cream.","food","yes","no","25","USA","f","single","n","3m","at_least_one_hour"
83420,"My daughter came home straight from school to go shopping and spend time with me rather than hanging out with her friends.","family|shopping","no","yes","36.0","USA","f","married","y","3m","all_day_im_still_feeling_it"
83456,"My husband told me in a very calm tone that we need to stop this bickering and get on the same team and accomplish some things.","family","no","yes","28","USA","f","married","y","3m","at_least_one_hour"
83458,"Getting paid from work","career","no","no","29","USA","m","single","n","3m","at_least_one_hour"
83463,"My morning coffee was extra good.","food","no","no","30.0","USA","o","married","y","3m","at_least_one_hour"
83466,"I finally got myself a Tony Luke's cheesesteak, it was just as delicious as I thought.","food","yes","no","30","USA","m","single","n","3m","at_least_one_hour"
83470,"I was able to complete my Xanth paperback collection.","education","yes","no","35.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83499,"My daughter begun saying please and thank you.","family","no","yes","24.0","USA","f","single","y","3m","all_day_im_still_feeling_it"
83508,"I hung out at my boyfriend's place of work, a bar, on Cince de Mayo and got to spend time with people I had not seen in months.","career","yes","yes","25","USA","f","single","n","3m","half_a_day"
83514,"I traveled to New York City to see family I had not seen in a long time.","vacation|family","yes","yes","32.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83516,"Went to see my mom on Easter week.","family","yes","yes","25.0","USA","m","single","n","3m","at_least_one_hour"
83517,"When I found the apple watch I wanted for 70 dollars off made me and my wallet happy","shopping","yes","no","23","USA","m","single","n","3m","all_day_im_still_feeling_it"
83523,"I downloaded some pictures from my camera from an awesome weekend waterfall tour and they turned out awesome.","vacation","yes","no","44.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
83525,"My new shoes fit my feet perfectly and now my feet don't hurt anymore.","shopping","no","no","34","USA","f","single","n","3m","all_day_im_still_feeling_it"
83526,"I found the right carpet cleaner and I was finally able to rid of the cat pee smell in the house, which was a relief.","animals","yes","no","26.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83541,"I bought a cute pair of boots.","shopping","yes","no","39.0","USA","m","married","y","3m","a_few_minutes"
83543,"I won a $25 gift certificate to target, one of my favorite stores!","shopping","yes","no","33","USA","f","married","y","3m","at_least_one_hour"
83565,"My teammate has returned to work, which is helping me to accomplish all of our team goals, much faster and more efficiently.","career","no","yes","34","USA","m","married","y","3m","all_day_im_still_feeling_it"
83573,"Upgraded my old phone that I had for 3 years, to a new iPhone, which is faster and has many more features.","technology","yes","no","24.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83576,"Tonight is taco night!","food","no","no","31","USA","m","single","n","3m","all_day_im_still_feeling_it"
83579,"The day we drove down to the beach.","vacation","yes","yes","39.0","USA","f","married","y","3m","half_a_day"
83593,"Ate some great shrimp fried rice with my mom for lunch","food","yes","yes","21","USA","m","single","n","3m","at_least_one_hour"
83599,"My favorite artist is playing locally and I got good tickets","entertainment","yes","yes","41.0","USA","m","married","y","3m","half_a_day"
83601,"I managed to have over my in-laws for dinner and the food was perfect and everyone had a good time!","food|family","yes","yes","43","USA","f","married","y","3m","half_a_day"
83605,"I am still talking to my ex and may move to Seattle this fall.","family","yes","yes","29","USA","m","single","n","3m","all_day_im_still_feeling_it"
83608,"I talked on the phone with my grandmother who lives in California.","conversation|family","yes","yes","23","USA","m","single","n","3m","at_least_one_hour"
83618,"I weighed myself, and it is the lowest it has been in two years.","exercise","yes","no","34.0","USA","m","single","n","3m","at_least_one_hour"
83629,"I found a really good parking spot when I went to the mall.","shopping","yes","no","29","USA","m","single","n","3m","a_few_minutes"
83630,"I finally reached my target weight after months of diet and exercise.","exercise","yes","no","35","USA","m","married","n","3m","all_day_im_still_feeling_it"
83632,"Another event that made me happy was buying my new phone.","technology","yes","no","27","USA","m","single","n","3m","all_day_im_still_feeling_it"
83633,"My sister finally finished laminating her floor so I am done having to drive 45 miles to help her with it for free.","family","no","yes","34","USA","m","single","n","3m","all_day_im_still_feeling_it"
83651,"My daughter got her first tooth without any fever or fussiness.","family","no","yes","32.0","USA","m","married","y","3m","all_day_im_still_feeling_it"
83668,"Meeting my new manager.","career","no","yes","28","USA","m","single","n","3m","a_few_minutes"
83683,"I got to see my grandmother one last time before she became ill.","family","yes","yes","45","USA","f","married","y","3m","half_a_day"
83701,"My team won a soccer match last weekend against a stronger team.","entertainment","yes","yes","41.0","USA","m","married","y","3m","half_a_day"
83716,"A family friend gave me part of a cow, which should last me through the rest of the year for red meat.","family|food","no","yes","35","USA","f","single","n","3m","half_a_day"
83736,"Getting news that I may have a new job soon","career","yes","no","25.0","USA","m","single","n","3m","all_day_im_still_feeling_it"
83740,"I finally got a judge confirmed for our wedding!","romance","yes","yes","22","USA","m","married","n","3m","all_day_im_still_feeling_it"
83766,"Today, when I did substitute teaching, I ended up at an enjoyable placement at the Juvenile Home.","education","yes","yes","31","USA","m","married","n","3m","half_a_day"
83768,"having a great workout","exercise","yes","no","27","USA","m","single","n","3m","at_least_one_hour"
83777,"Sleeping next to my wife at night, giving her a hug.","romance","yes","yes","38","USA","m","married","n","3m","all_day_im_still_feeling_it"
83778,"I was able to spend time with my family and pet on a nice day.","family","yes","yes","29","USA","m","single","n","3m","at_least_one_hour"
83782,"I signed a lease renewal for our apartment after doing a little bit of searching.","family","yes","no","29","USA","m","married","n","3m","at_least_one_hour"
83784,"I went out to eat with my friends.","food","yes","yes","29","USA","m","single","n","3m","half_a_day"
83788,"I got my paycheck from work.","career","no","no","46","USA","f","married","y","3m","all_day_im_still_feeling_it"
83791,"I was extremely happy when my daughter got a prize in drawing competition for kids in school last month","family","yes","yes","34","IND","m","married","y","3m","at_least_one_hour"
83814,"I finished a piece of homework that I was having difficulty with.","education","yes","no","28","USA","m","single","n","3m","at_least_one_hour"
83815,"I used up the groceries that I had purchased from the past week without any of them spoiling.","shopping","yes","no","27","USA","m","single","n","3m","a_few_minutes"
83840,"I was happy when I finished a project at work that was quite difficult.","career","yes","no","30.0","USA","m","single","n","3m","a_few_minutes"
83844,"Getting a maine lobster roll from a food truck that was at the soccer game, it was really good!","food","yes","yes","34","USA","f","married","y","3m","at_least_one_hour"
83849,"The snow we received a few days ago is gone and the roads are clear.","vacation","no","no","54","USA","f","single","n","3m","all_day_im_still_feeling_it"
83852,"I felt happy and excited when I learned that my daughter passed her exam in college.","education|family","no","yes","41.0","USA","f","single","y","3m","half_a_day"
83856,"Taking a spa day with my sister in law.","family","yes","yes","51","USA","f","single","n","3m","half_a_day"
83868,"My cat recovered from an illness and returned to his normal happy self.","animals","no","no","33.0","USA","f","single","n","3m","all_day_im_still_feeling_it"
83878,"I got free fries from McDonald's.","food","yes","no","28","USA","m","married","n","3m","at_least_one_hour"
83886,"Attending church back home in Pittsburgh again","religion","yes","yes","41","USA","f","single","y","3m","half_a_day"
83893,"Had a fun hike with my dog into the hills","animals","yes","no","41.0","USA","f","married","y","3m","half_a_day"
83911,"my friend sent me a funny picture that i completely forgot about.","entertainment","no","yes","21","USA","f","single","n","3m","at_least_one_hour"
83914,"My wife sold a print of her artwork and signed, for the first time, using my last name.","family","no","yes","21","USA","m","married","n","3m","all_day_im_still_feeling_it"
83916,"Seeing my family after returning from being abroad","family|vacation","no","yes","21.0","USA","f","single","n","3m","half_a_day"
